date,epiweek,county_name,sample_neighborhood_in_county_name,county_level_retail_and_recreation_percent_change_from_baseline_daily,county_level_grocery_and_pharmacy_percent_change_from_baseline_daily,county_level_parks_percent_change_from_baseline_daily,county_level_transit_stations_percent_change_from_baseline_daily,county_level_workplaces_percent_change_from_baseline_daily,county_level_residential_percent_change_from_baseline_daily,neighborhood_level_hospitalizations_monthly,fips,region,sample_neighborhood_in_county_modzcta,sample_neighborhood_in_county_nta_id,epiweek_ending,county_level_retail_and_recreation_percent_change_from_baseline_epiweek_avg,county_level_grocery_and_pharmacy_percent_change_from_baseline_epiweek_avg,county_level_parks_percent_change_from_baseline_epiweek_avg,county_level_transit_stations_percent_change_from_baseline_epiweek_avg,county_level_workplaces_percent_change_from_baseline_epiweek_avg,county_level_residential_percent_change_from_baseline_epiweek_avg,neighborhood_level_hospitalizations_monthly_per_100K
2/8/20,202032,Queens County,Astoria,-29.0,-11.0,154.0,-49.0,-25.0,5.0,,US,NY,11101,QN0103,8-8-20,-24.3,-4.3,119.3,-48.7,-39.9,12.4,
3/8/20,202032,Queens County,Astoria,-21.0,0.0,119.0,-50.0,-45.0,14.0,,US,NY,11101,QN0103,8-8-20,-24.3,-4.3,119.3,-48.7,-39.9,12.4,
4/8/20,202032,Queens County,Astoria,-37.0,-17.0,41.0,-55.0,-51.0,20.0,,US,NY,11101,QN0103,8-8-20,-24.3,-4.3,119.3,-48.7,-39.9,12.4,
5/8/20,202032,Queens County,Astoria,-16.0,3.0,146.0,-47.0,-45.0,13.0,,US,NY,11101,QN0103,8-8-20,-24.3,-4.3,119.3,-48.7,-39.9,12.4,
6/8/20,202032,Queens County,Astoria,-18.0,1.0,125.0,-49.0,-46.0,14.0,,US,NY,11101,QN0103,8-8-20,-24.3,-4.3,119.3,-48.7,-39.9,12.4,
7/8/20,202032,Queens County,Astoria,-26.0,-5.0,56.0,-49.0,-45.0,16.0,,US,NY,11101,QN0103,8-8-20,-24.3,-4.3,119.3,-48.7,-39.9,12.4,
8/8/20,202032,Queens County,Astoria,-23.0,-1.0,194.0,-42.0,-22.0,5.0,,US,NY,11101,QN0103,8-8-20,-24.3,-4.3,119.3,-48.7,-39.9,12.4,
9/8/20,202033,Queens County,Astoria,-25.0,-9.0,224.0,-46.0,-24.0,4.0,,US,NY,11101,QN0103,15-8-20,-24.0,-3.7,138.4,-47.3,-39.1,11.6,
10/8/20,202033,Queens County,Astoria,-21.0,-4.0,129.0,-50.0,-45.0,14.0,,US,NY,11101,QN0103,15-8-20,-24.0,-3.7,138.4,-47.3,-39.1,11.6,
11/8/20,202033,Queens County,Astoria,-21.0,-1.0,135.0,-49.0,-46.0,14.0,,US,NY,11101,QN0103,15-8-20,-24.0,-3.7,138.4,-47.3,-39.1,11.6,
12/8/20,202033,Queens County,Astoria,-26.0,-5.0,77.0,-50.0,-46.0,15.0,,US,NY,11101,QN0103,15-8-20,-24.0,-3.7,138.4,-47.3,-39.1,11.6,
13/8/20,202033,Queens County,Astoria,-25.0,-2.0,71.0,-50.0,-46.0,16.0,,US,NY,11101,QN0103,15-8-20,-24.0,-3.7,138.4,-47.3,-39.1,11.6,
14/8/20,202033,Queens County,Astoria,-24.0,-1.0,115.0,-47.0,-44.0,14.0,,US,NY,11101,QN0103,15-8-20,-24.0,-3.7,138.4,-47.3,-39.1,11.6,
15/8/20,202033,Queens County,Astoria,-26.0,-4.0,218.0,-39.0,-23.0,4.0,,US,NY,11101,QN0103,15-8-20,-24.0,-3.7,138.4,-47.3,-39.1,11.6,
16/8/20,202034,Queens County,Astoria,-38.0,-19.0,27.0,-51.0,-29.0,7.0,,US,NY,11101,QN0103,22-8-20,-25.6,-4.9,120.4,-47.4,-39.1,11.4,
17/8/20,202034,Queens County,Astoria,-24.0,-5.0,112.0,-50.0,-45.0,14.0,,US,NY,11101,QN0103,22-8-20,-25.6,-4.9,120.4,-47.4,-39.1,11.4,
18/8/20,202034,Queens County,Astoria,-22.0,-1.0,140.0,-48.0,-44.0,14.0,,US,NY,11101,QN0103,22-8-20,-25.6,-4.9,120.4,-47.4,-39.1,11.4,
19/8/20,202034,Queens County,Astoria,-26.0,-5.0,83.0,-50.0,-45.0,15.0,,US,NY,11101,QN0103,22-8-20,-25.6,-4.9,120.4,-47.4,-39.1,11.4,
20/8/20,202034,Queens County,Astoria,-19.0,1.0,150.0,-48.0,-45.0,13.0,,US,NY,11101,QN0103,22-8-20,-25.6,-4.9,120.4,-47.4,-39.1,11.4,
21/8/20,202034,Queens County,Astoria,-24.0,-1.0,120.0,-46.0,-44.0,13.0,,US,NY,11101,QN0103,22-8-20,-25.6,-4.9,120.4,-47.4,-39.1,11.4,
22/8/20,202034,Queens County,Astoria,-26.0,-4.0,211.0,-39.0,-22.0,4.0,,US,NY,11101,QN0103,22-8-20,-25.6,-4.9,120.4,-47.4,-39.1,11.4,
23/8/20,202035,Queens County,Astoria,-27.0,-11.0,183.0,-45.0,-24.0,3.0,,US,NY,11101,QN0103,29-8-20,-24.4,-4.7,115.3,-46.9,-38.4,11.4,
24/8/20,202035,Queens County,Astoria,-24.0,-6.0,109.0,-50.0,-44.0,14.0,,US,NY,11101,QN0103,29-8-20,-24.4,-4.7,115.3,-46.9,-38.4,11.4,
25/8/20,202035,Queens County,Astoria,-23.0,-4.0,97.0,-48.0,-45.0,14.0,,US,NY,11101,QN0103,29-8-20,-24.4,-4.7,115.3,-46.9,-38.4,11.4,
26/8/20,202035,Queens County,Astoria,-19.0,1.0,137.0,-47.0,-44.0,13.0,,US,NY,11101,QN0103,29-8-20,-24.4,-4.7,115.3,-46.9,-38.4,11.4,
27/8/20,202035,Queens County,Astoria,-23.0,-4.0,90.0,-49.0,-45.0,15.0,,US,NY,11101,QN0103,29-8-20,-24.4,-4.7,115.3,-46.9,-38.4,11.4,
28/8/20,202035,Queens County,Astoria,-26.0,-4.0,92.0,-46.0,-43.0,14.0,,US,NY,11101,QN0103,29-8-20,-24.4,-4.7,115.3,-46.9,-38.4,11.4,
29/8/20,202035,Queens County,Astoria,-29.0,-5.0,99.0,-43.0,-24.0,7.0,,US,NY,11101,QN0103,29-8-20,-24.4,-4.7,115.3,-46.9,-38.4,11.4,
30/8/20,202036,Queens County,Astoria,-24.0,-9.0,231.0,-42.0,-23.0,2.0,,US,NY,11101,QN0103,5-9-20,-22.0,-2.3,130.6,-45.9,-38.0,10.3,
31/8/20,202036,Queens County,Astoria,-23.0,-5.0,102.0,-49.0,-44.0,13.0,,US,NY,11101,QN0103,5-9-20,-22.0,-2.3,130.6,-45.9,-38.0,10.3,
1/9/20,202036,Queens County,Astoria,-20.0,0.0,97.0,-48.0,-44.0,14.0,,US,NY,11101,QN0103,5-9-20,-22.0,-2.3,130.6,-45.9,-38.0,10.3,
2/9/20,202036,Queens County,Astoria,-22.0,-2.0,71.0,-49.0,-44.0,14.0,,US,NY,11101,QN0103,5-9-20,-22.0,-2.3,130.6,-45.9,-38.0,10.3,
3/9/20,202036,Queens County,Astoria,-20.0,0.0,97.0,-48.0,-44.0,14.0,,US,NY,11101,QN0103,5-9-20,-22.0,-2.3,130.6,-45.9,-38.0,10.3,
4/9/20,202036,Queens County,Astoria,-21.0,2.0,118.0,-45.0,-43.0,12.0,,US,NY,11101,QN0103,5-9-20,-22.0,-2.3,130.6,-45.9,-38.0,10.3,
5/9/20,202036,Queens County,Astoria,-24.0,-2.0,198.0,-40.0,-24.0,3.0,,US,NY,11101,QN0103,5-9-20,-22.0,-2.3,130.6,-45.9,-38.0,10.3,
6/9/20,202037,Queens County,Astoria,-26.0,-9.0,209.0,-46.0,-24.0,1.0,,US,NY,11101,QN0103,12-9-20,-23.1,-3.3,129.6,-47.4,-40.6,11.1,
7/9/20,202037,Queens County,Astoria,-27.0,-8.0,173.0,-60.0,-69.0,18.0,,US,NY,11101,QN0103,12-9-20,-23.1,-3.3,129.6,-47.4,-40.6,11.1,
8/9/20,202037,Queens County,Astoria,-21.0,-1.0,108.0,-47.0,-44.0,13.0,,US,NY,11101,QN0103,12-9-20,-23.1,-3.3,129.6,-47.4,-40.6,11.1,
9/9/20,202037,Queens County,Astoria,-21.0,1.0,92.0,-47.0,-43.0,13.0,,US,NY,11101,QN0103,12-9-20,-23.1,-3.3,129.6,-47.4,-40.6,11.1,
10/9/20,202037,Queens County,Astoria,-25.0,-4.0,41.0,-49.0,-45.0,16.0,,US,NY,11101,QN0103,12-9-20,-23.1,-3.3,129.6,-47.4,-40.6,11.1,
11/9/20,202037,Queens County,Astoria,-22.0,-1.0,97.0,-45.0,-41.0,13.0,,US,NY,11101,QN0103,12-9-20,-23.1,-3.3,129.6,-47.4,-40.6,11.1,
12/9/20,202037,Queens County,Astoria,-20.0,-1.0,187.0,-38.0,-18.0,4.0,,US,NY,11101,QN0103,12-9-20,-23.1,-3.3,129.6,-47.4,-40.6,11.1,
13/9/20,202038,Queens County,Astoria,-24.0,-7.0,163.0,-45.0,-21.0,4.0,,US,NY,11101,QN0103,19-9-20,-20.9,-2.6,103.7,-45.0,-34.1,10.6,
14/9/20,202038,Queens County,Astoria,-21.0,-4.0,87.0,-47.0,-39.0,13.0,,US,NY,11101,QN0103,19-9-20,-20.9,-2.6,103.7,-45.0,-34.1,10.6,
15/9/20,202038,Queens County,Astoria,-18.0,0.0,88.0,-46.0,-39.0,13.0,,US,NY,11101,QN0103,19-9-20,-20.9,-2.6,103.7,-45.0,-34.1,10.6,
16/9/20,202038,Queens County,Astoria,-21.0,-3.0,85.0,-47.0,-40.0,13.0,,US,NY,11101,QN0103,19-9-20,-20.9,-2.6,103.7,-45.0,-34.1,10.6,
17/9/20,202038,Queens County,Astoria,-20.0,-1.0,90.0,-47.0,-41.0,14.0,,US,NY,11101,QN0103,19-9-20,-20.9,-2.6,103.7,-45.0,-34.1,10.6,
18/9/20,202038,Queens County,Astoria,-22.0,-1.0,73.0,-45.0,-40.0,13.0,,US,NY,11101,QN0103,19-9-20,-20.9,-2.6,103.7,-45.0,-34.1,10.6,
19/9/20,202038,Queens County,Astoria,-20.0,-2.0,140.0,-38.0,-19.0,4.0,,US,NY,11101,QN0103,19-9-20,-20.9,-2.6,103.7,-45.0,-34.1,10.6,
20/9/20,202039,Queens County,Astoria,-23.0,-8.0,129.0,-45.0,-23.0,4.0,,US,NY,11101,QN0103,26-9-20,-21.7,-2.7,89.0,-45.1,-34.3,10.7,
21/9/20,202039,Queens County,Astoria,-22.0,-5.0,58.0,-48.0,-41.0,14.0,,US,NY,11101,QN0103,26-9-20,-21.7,-2.7,89.0,-45.1,-34.3,10.7,
22/9/20,202039,Queens County,Astoria,-21.0,-1.0,76.0,-47.0,-41.0,14.0,,US,NY,11101,QN0103,26-9-20,-21.7,-2.7,89.0,-45.1,-34.3,10.7,
23/9/20,202039,Queens County,Astoria,-20.0,-1.0,84.0,-46.0,-39.0,13.0,,US,NY,11101,QN0103,26-9-20,-21.7,-2.7,89.0,-45.1,-34.3,10.7,
24/9/20,202039,Queens County,Astoria,-21.0,-1.0,69.0,-47.0,-40.0,14.0,,US,NY,11101,QN0103,26-9-20,-21.7,-2.7,89.0,-45.1,-34.3,10.7,
25/9/20,202039,Queens County,Astoria,-23.0,-2.0,69.0,-45.0,-38.0,13.0,,US,NY,11101,QN0103,26-9-20,-21.7,-2.7,89.0,-45.1,-34.3,10.7,
26/9/20,202039,Queens County,Astoria,-22.0,-1.0,138.0,-38.0,-18.0,3.0,,US,NY,11101,QN0103,26-9-20,-21.7,-2.7,89.0,-45.1,-34.3,10.7,
27/9/20,202040,Queens County,Astoria,-25.0,-8.0,141.0,-43.0,-21.0,4.0,,US,NY,11101,QN0103,3-10-20,-22.7,-1.3,73.7,-44.9,-33.9,10.7,
28/9/20,202040,Queens County,Astoria,-21.0,-4.0,74.0,-49.0,-45.0,14.0,,US,NY,11101,QN0103,3-10-20,-22.7,-1.3,73.7,-44.9,-33.9,10.7,
29/9/20,202040,Queens County,Astoria,-27.0,-5.0,15.0,-47.0,-40.0,14.0,,US,NY,11101,QN0103,3-10-20,-22.7,-1.3,73.7,-44.9,-33.9,10.7,
30/9/20,202040,Queens County,Astoria,-20.0,3.0,54.0,-47.0,-39.0,13.0,,US,NY,11101,QN0103,3-10-20,-22.7,-1.3,73.7,-44.9,-33.9,10.7,
1/10/20,202040,Queens County,Astoria,-20.0,4.0,68.0,-46.0,-38.0,13.0,,US,NY,11101,QN0103,3-10-20,-22.7,-1.3,73.7,-44.9,-33.9,10.7,
2/10/20,202040,Queens County,Astoria,-25.0,0.0,38.0,-45.0,-37.0,13.0,,US,NY,11101,QN0103,3-10-20,-22.7,-1.3,73.7,-44.9,-33.9,10.7,
3/10/20,202040,Queens County,Astoria,-21.0,1.0,126.0,-37.0,-17.0,4.0,,US,NY,11101,QN0103,3-10-20,-22.7,-1.3,73.7,-44.9,-33.9,10.7,
4/10/20,202041,Queens County,Astoria,-24.0,-7.0,114.0,-44.0,-21.0,4.0,,US,NY,11101,QN0103,10-10-20,-24.1,-1.3,73.7,-44.4,-33.4,10.7,
5/10/20,202041,Queens County,Astoria,-24.0,-1.0,56.0,-47.0,-39.0,13.0,,US,NY,11101,QN0103,10-10-20,-24.1,-1.3,73.7,-44.4,-33.4,10.7,
6/10/20,202041,Queens County,Astoria,-21.0,3.0,74.0,-46.0,-40.0,13.0,,US,NY,11101,QN0103,10-10-20,-24.1,-1.3,73.7,-44.4,-33.4,10.7,
7/10/20,202041,Queens County,Astoria,-25.0,-2.0,44.0,-47.0,-39.0,14.0,,US,NY,11101,QN0103,10-10-20,-24.1,-1.3,73.7,-44.4,-33.4,10.7,
8/10/20,202041,Queens County,Astoria,-23.0,2.0,55.0,-46.0,-40.0,14.0,,US,NY,11101,QN0103,10-10-20,-24.1,-1.3,73.7,-44.4,-33.4,10.7,
9/10/20,202041,Queens County,Astoria,-26.0,-1.0,55.0,-44.0,-38.0,13.0,,US,NY,11101,QN0103,10-10-20,-24.1,-1.3,73.7,-44.4,-33.4,10.7,
10/10/20,202041,Queens County,Astoria,-26.0,-3.0,118.0,-37.0,-17.0,4.0,,US,NY,11101,QN0103,10-10-20,-24.1,-1.3,73.7,-44.4,-33.4,10.7,
11/10/20,202042,Queens County,Astoria,-28.0,-10.0,99.0,-44.0,-22.0,4.0,,US,NY,11101,QN0103,17-10-20,-29.0,-6.9,35.4,-46.0,-35.0,12.3,
12/10/20,202042,Queens County,Astoria,-40.0,-23.0,-43.0,-57.0,-51.0,20.0,,US,NY,11101,QN0103,17-10-20,-29.0,-6.9,35.4,-46.0,-35.0,12.3,
13/10/20,202042,Queens County,Astoria,-30.0,-4.0,-1.0,-47.0,-40.0,15.0,,US,NY,11101,QN0103,17-10-20,-29.0,-6.9,35.4,-46.0,-35.0,12.3,
14/10/20,202042,Queens County,Astoria,-22.0,2.0,67.0,-44.0,-37.0,13.0,,US,NY,11101,QN0103,17-10-20,-29.0,-6.9,35.4,-46.0,-35.0,12.3,
15/10/20,202042,Queens County,Astoria,-22.0,2.0,65.0,-45.0,-38.0,13.0,,US,NY,11101,QN0103,17-10-20,-29.0,-6.9,35.4,-46.0,-35.0,12.3,
16/10/20,202042,Queens County,Astoria,-39.0,-18.0,-29.0,-49.0,-40.0,17.0,,US,NY,11101,QN0103,17-10-20,-29.0,-6.9,35.4,-46.0,-35.0,12.3,
17/10/20,202042,Queens County,Astoria,-22.0,3.0,90.0,-36.0,-17.0,4.0,,US,NY,11101,QN0103,17-10-20,-29.0,-6.9,35.4,-46.0,-35.0,12.3,
18/10/20,202043,Queens County,Astoria,-26.0,-7.0,97.0,-41.0,-20.0,5.0,,US,NY,11101,QN0103,24-10-20,-25.1,-1.4,60.3,-43.9,-32.4,11.1,
19/10/20,202043,Queens County,Astoria,-26.0,-3.0,45.0,-46.0,-38.0,14.0,,US,NY,11101,QN0103,24-10-20,-25.1,-1.4,60.3,-43.9,-32.4,11.1,
20/10/20,202043,Queens County,Astoria,-26.0,-1.0,45.0,-46.0,-39.0,14.0,,US,NY,11101,QN0103,24-10-20,-25.1,-1.4,60.3,-43.9,-32.4,11.1,
21/10/20,202043,Queens County,Astoria,-25.0,0.0,47.0,-46.0,-38.0,14.0,,US,NY,11101,QN0103,24-10-20,-25.1,-1.4,60.3,-43.9,-32.4,11.1,
22/10/20,202043,Queens County,Astoria,-25.0,0.0,49.0,-46.0,-38.0,14.0,,US,NY,11101,QN0103,24-10-20,-25.1,-1.4,60.3,-43.9,-32.4,11.1,
23/10/20,202043,Queens County,Astoria,-25.0,0.0,42.0,-44.0,-37.0,13.0,,US,NY,11101,QN0103,24-10-20,-25.1,-1.4,60.3,-43.9,-32.4,11.1,
24/10/20,202043,Queens County,Astoria,-23.0,1.0,97.0,-38.0,-17.0,4.0,,US,NY,11101,QN0103,24-10-20,-25.1,-1.4,60.3,-43.9,-32.4,11.1,
25/10/20,202044,Queens County,Astoria,-26.0,-8.0,58.0,-43.0,-20.0,5.0,,US,NY,11101,QN0103,31-10-20,-27.0,-4.4,15.3,-46.0,-32.9,12.0,
26/10/20,202044,Queens County,Astoria,-30.0,-8.0,-9.0,-48.0,-38.0,14.0,,US,NY,11101,QN0103,31-10-20,-27.0,-4.4,15.3,-46.0,-32.9,12.0,
27/10/20,202044,Queens County,Astoria,-21.0,3.0,45.0,-45.0,-38.0,13.0,,US,NY,11101,QN0103,31-10-20,-27.0,-4.4,15.3,-46.0,-32.9,12.0,
28/10/20,202044,Queens County,Astoria,-26.0,-3.0,9.0,-47.0,-38.0,14.0,,US,NY,11101,QN0103,31-10-20,-27.0,-4.4,15.3,-46.0,-32.9,12.0,
29/10/20,202044,Queens County,Astoria,-36.0,-19.0,-35.0,-52.0,-41.0,17.0,,US,NY,11101,QN0103,31-10-20,-27.0,-4.4,15.3,-46.0,-32.9,12.0,
30/10/20,202044,Queens County,Astoria,-29.0,-3.0,-21.0,-49.0,-39.0,16.0,,US,NY,11101,QN0103,31-10-20,-27.0,-4.4,15.3,-46.0,-32.9,12.0,
31/10/20,202044,Queens County,Astoria,-21.0,7.0,60.0,-38.0,-16.0,5.0,,US,NY,11101,QN0103,31-10-20,-27.0,-4.4,15.3,-46.0,-32.9,12.0,
1/11/20,202045,Queens County,Astoria,-33.0,-14.0,1.0,-47.0,-22.0,7.0,6.0,US,NY,11101,QN0103,7-11-20,-25.7,-4.4,34.1,-45.7,-32.9,12.0,16.3
2/11/20,202045,Queens County,Astoria,-28.0,-5.0,-10.0,-49.0,-38.0,14.0,6.0,US,NY,11101,QN0103,7-11-20,-25.7,-4.4,34.1,-45.7,-32.9,12.0,16.3
3/11/20,202045,Queens County,Astoria,-22.0,4.0,14.0,-49.0,-43.0,15.0,6.0,US,NY,11101,QN0103,7-11-20,-25.7,-4.4,34.1,-45.7,-32.9,12.0,16.3
4/11/20,202045,Queens County,Astoria,-26.0,-5.0,30.0,-48.0,-38.0,15.0,6.0,US,NY,11101,QN0103,7-11-20,-25.7,-4.4,34.1,-45.7,-32.9,12.0,16.3
5/11/20,202045,Queens County,Astoria,-24.0,-3.0,44.0,-46.0,-38.0,14.0,6.0,US,NY,11101,QN0103,7-11-20,-25.7,-4.4,34.1,-45.7,-32.9,12.0,16.3
6/11/20,202045,Queens County,Astoria,-26.0,-5.0,39.0,-45.0,-36.0,14.0,6.0,US,NY,11101,QN0103,7-11-20,-25.7,-4.4,34.1,-45.7,-32.9,12.0,16.3
7/11/20,202045,Queens County,Astoria,-21.0,-3.0,121.0,-36.0,-15.0,5.0,6.0,US,NY,11101,QN0103,7-11-20,-25.7,-4.4,34.1,-45.7,-32.9,12.0,16.3
8/11/20,202046,Queens County,Astoria,-22.0,-8.0,133.0,-41.0,-18.0,4.0,6.0,US,NY,11101,QN0103,14-11-20,-26.0,-4.9,37.4,-45.7,-33.1,12.3,16.3
9/11/20,202046,Queens County,Astoria,-25.0,-5.0,53.0,-47.0,-37.0,14.0,6.0,US,NY,11101,QN0103,14-11-20,-26.0,-4.9,37.4,-45.7,-33.1,12.3,16.3
10/11/20,202046,Queens County,Astoria,-21.0,0.0,62.0,-45.0,-37.0,13.0,6.0,US,NY,11101,QN0103,14-11-20,-26.0,-4.9,37.4,-45.7,-33.1,12.3,16.3
11/11/20,202046,Queens County,Astoria,-28.0,-10.0,-6.0,-52.0,-46.0,17.0,6.0,US,NY,11101,QN0103,14-11-20,-26.0,-4.9,37.4,-45.7,-33.1,12.3,16.3
12/11/20,202046,Queens County,Astoria,-31.0,-7.0,-22.0,-49.0,-39.0,16.0,6.0,US,NY,11101,QN0103,14-11-20,-26.0,-4.9,37.4,-45.7,-33.1,12.3,16.3
13/11/20,202046,Queens County,Astoria,-31.0,-4.0,-19.0,-47.0,-38.0,16.0,6.0,US,NY,11101,QN0103,14-11-20,-26.0,-4.9,37.4,-45.7,-33.1,12.3,16.3
14/11/20,202046,Queens County,Astoria,-24.0,0.0,61.0,-39.0,-17.0,6.0,6.0,US,NY,11101,QN0103,14-11-20,-26.0,-4.9,37.4,-45.7,-33.1,12.3,16.3
15/11/20,202047,Queens County,Astoria,-30.0,-10.0,28.0,-46.0,-22.0,7.0,6.0,US,NY,11101,QN0103,21-11-20,-27.6,-4.7,15.6,-45.9,-32.7,12.6,16.3
16/11/20,202047,Queens County,Astoria,-28.0,-5.0,8.0,-48.0,-37.0,14.0,6.0,US,NY,11101,QN0103,21-11-20,-27.6,-4.7,15.6,-45.9,-32.7,12.6,16.3
17/11/20,202047,Queens County,Astoria,-28.0,-5.0,-1.0,-47.0,-38.0,15.0,6.0,US,NY,11101,QN0103,21-11-20,-27.6,-4.7,15.6,-45.9,-32.7,12.6,16.3
18/11/20,202047,Queens County,Astoria,-29.0,-8.0,-14.0,-49.0,-39.0,15.0,6.0,US,NY,11101,QN0103,21-11-20,-27.6,-4.7,15.6,-45.9,-32.7,12.6,16.3
19/11/20,202047,Queens County,Astoria,-28.0,-3.0,-3.0,-48.0,-40.0,16.0,6.0,US,NY,11101,QN0103,21-11-20,-27.6,-4.7,15.6,-45.9,-32.7,12.6,16.3
20/11/20,202047,Queens County,Astoria,-27.0,-2.0,21.0,-45.0,-38.0,15.0,6.0,US,NY,11101,QN0103,21-11-20,-27.6,-4.7,15.6,-45.9,-32.7,12.6,16.3
21/11/20,202047,Queens County,Astoria,-23.0,0.0,70.0,-38.0,-15.0,6.0,6.0,US,NY,11101,QN0103,21-11-20,-27.6,-4.7,15.6,-45.9,-32.7,12.6,16.3
22/11/20,202048,Queens County,Astoria,-28.0,-7.0,28.0,-45.0,-19.0,7.0,6.0,US,NY,11101,QN0103,28-11-20,-29.7,-2.6,12.3,-50.4,-41.1,14.7,16.3
23/11/20,202048,Queens County,Astoria,-29.0,-5.0,-17.0,-49.0,-39.0,15.0,6.0,US,NY,11101,QN0103,28-11-20,-29.7,-2.6,12.3,-50.4,-41.1,14.7,16.3
24/11/20,202048,Queens County,Astoria,-21.0,10.0,8.0,-46.0,-39.0,14.0,6.0,US,NY,11101,QN0103,28-11-20,-29.7,-2.6,12.3,-50.4,-41.1,14.7,16.3
25/11/20,202048,Queens County,Astoria,-14.0,25.0,8.0,-46.0,-40.0,13.0,6.0,US,NY,11101,QN0103,28-11-20,-29.7,-2.6,12.3,-50.4,-41.1,14.7,16.3
26/11/20,202048,Queens County,Astoria,-54.0,-12.0,-2.0,-67.0,-75.0,26.0,6.0,US,NY,11101,QN0103,28-11-20,-29.7,-2.6,12.3,-50.4,-41.1,14.7,16.3
27/11/20,202048,Queens County,Astoria,-32.0,-17.0,21.0,-57.0,-56.0,20.0,6.0,US,NY,11101,QN0103,28-11-20,-29.7,-2.6,12.3,-50.4,-41.1,14.7,16.3
28/11/20,202048,Queens County,Astoria,-30.0,-12.0,40.0,-43.0,-20.0,8.0,6.0,US,NY,11101,QN0103,28-11-20,-29.7,-2.6,12.3,-50.4,-41.1,14.7,16.3
29/11/20,202049,Queens County,Astoria,-28.0,-14.0,50.0,-44.0,-21.0,6.0,6.0,US,NY,11101,QN0103,5-12-20,-30.9,-9.4,-6.0,-48.6,-34.4,14.0,16.3
30/11/20,202049,Queens County,Astoria,-41.0,-26.0,-38.0,-54.0,-42.0,18.0,6.0,US,NY,11101,QN0103,5-12-20,-30.9,-9.4,-6.0,-48.6,-34.4,14.0,16.3
1/12/20,202049,Queens County,Astoria,-25.0,1.0,0.0,-47.0,-40.0,15.0,25.0,US,NY,11101,QN0103,5-12-20,-30.9,-9.4,-6.0,-48.6,-34.4,14.0,67.9
2/12/20,202049,Queens County,Astoria,-28.0,-6.0,-11.0,-50.0,-39.0,16.0,25.0,US,NY,11101,QN0103,5-12-20,-30.9,-9.4,-6.0,-48.6,-34.4,14.0,67.9
3/12/20,202049,Queens County,Astoria,-27.0,-1.0,6.0,-49.0,-40.0,16.0,25.0,US,NY,11101,QN0103,5-12-20,-30.9,-9.4,-6.0,-48.6,-34.4,14.0,67.9
4/12/20,202049,Queens County,Astoria,-32.0,-8.0,-22.0,-49.0,-39.0,17.0,25.0,US,NY,11101,QN0103,5-12-20,-30.9,-9.4,-6.0,-48.6,-34.4,14.0,67.9
5/12/20,202049,Queens County,Astoria,-35.0,-12.0,-27.0,-47.0,-20.0,10.0,25.0,US,NY,11101,QN0103,5-12-20,-30.9,-9.4,-6.0,-48.6,-34.4,14.0,67.9
6/12/20,202050,Queens County,Astoria,-29.0,-10.0,3.0,-46.0,-20.0,7.0,25.0,US,NY,11101,QN0103,12-12-20,-28.7,-6.3,-1.7,-48.4,-33.4,13.1,67.9
7/12/20,202050,Queens County,Astoria,-29.0,-8.0,-10.0,-50.0,-39.0,15.0,25.0,US,NY,11101,QN0103,12-12-20,-28.7,-6.3,-1.7,-48.4,-33.4,13.1,67.9
8/12/20,202050,Queens County,Astoria,-30.0,-7.0,-15.0,-51.0,-39.0,16.0,25.0,US,NY,11101,QN0103,12-12-20,-28.7,-6.3,-1.7,-48.4,-33.4,13.1,67.9
9/12/20,202050,Queens County,Astoria,-30.0,-9.0,-19.0,-51.0,-40.0,16.0,25.0,US,NY,11101,QN0103,12-12-20,-28.7,-6.3,-1.7,-48.4,-33.4,13.1,67.9
10/12/20,202050,Queens County,Astoria,-27.0,-2.0,7.0,-50.0,-40.0,15.0,25.0,US,NY,11101,QN0103,12-12-20,-28.7,-6.3,-1.7,-48.4,-33.4,13.1,67.9
11/12/20,202050,Queens County,Astoria,-28.0,-4.0,8.0,-48.0,-38.0,15.0,25.0,US,NY,11101,QN0103,12-12-20,-28.7,-6.3,-1.7,-48.4,-33.4,13.1,67.9
12/12/20,202050,Queens County,Astoria,-28.0,-4.0,14.0,-43.0,-18.0,8.0,25.0,US,NY,11101,QN0103,12-12-20,-28.7,-6.3,-1.7,-48.4,-33.4,13.1,67.9
13/12/20,202051,Queens County,Astoria,-25.0,-6.0,62.0,-44.0,-19.0,6.0,25.0,US,NY,11101,QN0103,19-12-20,-36.3,-10.4,-10.4,-49.7,-38.6,16.4,67.9
14/12/20,202051,Queens County,Astoria,-36.0,-14.0,-32.0,-53.0,-41.0,17.0,25.0,US,NY,11101,QN0103,19-12-20,-36.3,-10.4,-10.4,-49.7,-38.6,16.4,67.9
15/12/20,202051,Queens County,Astoria,-22.0,12.0,-5.0,-48.0,-40.0,14.0,25.0,US,NY,11101,QN0103,19-12-20,-36.3,-10.4,-10.4,-49.7,-38.6,16.4,67.9
16/12/20,202051,Queens County,Astoria,-37.0,-1.0,-26.0,-53.0,-43.0,19.0,25.0,US,NY,11101,QN0103,19-12-20,-36.3,-10.4,-10.4,-49.7,-38.6,16.4,67.9
17/12/20,202051,Queens County,Astoria,-60.0,-42.0,-24.0,-64.0,-65.0,31.0,25.0,US,NY,11101,QN0103,19-12-20,-36.3,-10.4,-10.4,-49.7,-38.6,16.4,67.9
