date,epiweek,county_name,sample_neighborhood_in_county_name,county_level_retail_and_recreation_percent_change_from_baseline_daily,county_level_grocery_and_pharmacy_percent_change_from_baseline_daily,county_level_parks_percent_change_from_baseline_daily,county_level_transit_stations_percent_change_from_baseline_daily,county_level_workplaces_percent_change_from_baseline_daily,county_level_residential_percent_change_from_baseline_daily,neighborhood_level_hospitalizations_monthly,fips,region,sample_neighborhood_in_county_modzcta,sample_neighborhood_in_county_nta_id,epiweek_ending,county_level_retail_and_recreation_percent_change_from_baseline_epiweek_avg,county_level_grocery_and_pharmacy_percent_change_from_baseline_epiweek_avg,county_level_parks_percent_change_from_baseline_epiweek_avg,county_level_transit_stations_percent_change_from_baseline_epiweek_avg,county_level_workplaces_percent_change_from_baseline_epiweek_avg,county_level_residential_percent_change_from_baseline_epiweek_avg,neighborhood_level_hospitalizations_monthly_per_100K
13/12/21,202150,Queens County,Astoria,-12.0,3.0,9.0,-23.0,-22.0,7.0,62.0,US,NY,11101,QN0103,18-12-21,-10.3,3.7,14.6,-20.1,-18.9,5.4,168.3
14/12/21,202150,Queens County,Astoria,-9.0,7.0,21.0,-22.0,-22.0,7.0,62.0,US,NY,11101,QN0103,18-12-21,-10.3,3.7,14.6,-20.1,-18.9,5.4,168.3
15/12/21,202150,Queens County,Astoria,-10.0,7.0,14.0,-21.0,-22.0,6.0,62.0,US,NY,11101,QN0103,18-12-21,-10.3,3.7,14.6,-20.1,-18.9,5.4,168.3
16/12/21,202150,Queens County,Astoria,-6.0,9.0,28.0,-21.0,-23.0,6.0,62.0,US,NY,11101,QN0103,18-12-21,-10.3,3.7,14.6,-20.1,-18.9,5.4,168.3
17/12/21,202150,Queens County,Astoria,-10.0,5.0,17.0,-22.0,-23.0,7.0,62.0,US,NY,11101,QN0103,18-12-21,-10.3,3.7,14.6,-20.1,-18.9,5.4,168.3
18/12/21,202150,Queens County,Astoria,-13.0,-1.0,-5.0,-17.0,-10.0,3.0,62.0,US,NY,11101,QN0103,18-12-21,-10.3,3.7,14.6,-20.1,-18.9,5.4,168.3
19/12/21,202151,Queens County,Astoria,-9.0,-2.0,-2.0,-16.0,-11.0,3.0,62.0,US,NY,11101,QN0103,25-12-21,-14.0,9.3,-6.6,-29.7,-35.0,9.6,168.3
20/12/21,202151,Queens County,Astoria,-8.0,8.0,-3.0,-26.0,-26.0,8.0,62.0,US,NY,11101,QN0103,25-12-21,-14.0,9.3,-6.6,-29.7,-35.0,9.6,168.3
21/12/21,202151,Queens County,Astoria,-3.0,18.0,7.0,-24.0,-27.0,8.0,62.0,US,NY,11101,QN0103,25-12-21,-14.0,9.3,-6.6,-29.7,-35.0,9.6,168.3
22/12/21,202151,Queens County,Astoria,-3.0,21.0,1.0,-26.0,-29.0,8.0,62.0,US,NY,11101,QN0103,25-12-21,-14.0,9.3,-6.6,-29.7,-35.0,9.6,168.3
23/12/21,202151,Queens County,Astoria,3.0,31.0,0.0,-28.0,-33.0,9.0,62.0,US,NY,11101,QN0103,25-12-21,-14.0,9.3,-6.6,-29.7,-35.0,9.6,168.3
24/12/21,202151,Queens County,Astoria,-16.0,29.0,-21.0,-41.0,-60.0,18.0,62.0,US,NY,11101,QN0103,25-12-21,-14.0,9.3,-6.6,-29.7,-35.0,9.6,168.3
25/12/21,202151,Queens County,Astoria,-62.0,-40.0,-28.0,-47.0,-59.0,13.0,62.0,US,NY,11101,QN0103,25-12-21,-14.0,9.3,-6.6,-29.7,-35.0,9.6,168.3
26/12/21,202152,Queens County,Astoria,-24.0,-12.0,10.0,-31.0,-21.0,5.0,62.0,US,NY,11101,QN0103,1-1-22,-22.0,0.7,-6.3,-37.9,-44.4,14.3,168.3
27/12/21,202152,Queens County,Astoria,-18.0,1.0,-12.0,-38.0,-45.0,15.0,62.0,US,NY,11101,QN0103,1-1-22,-22.0,0.7,-6.3,-37.9,-44.4,14.3,168.3
28/12/21,202152,Queens County,Astoria,-13.0,9.0,4.0,-35.0,-44.0,14.0,62.0,US,NY,11101,QN0103,1-1-22,-22.0,0.7,-6.3,-37.9,-44.4,14.3,168.3
29/12/21,202152,Queens County,Astoria,-16.0,8.0,-11.0,-35.0,-45.0,15.0,62.0,US,NY,11101,QN0103,1-1-22,-22.0,0.7,-6.3,-37.9,-44.4,14.3,168.3
30/12/21,202152,Queens County,Astoria,-8.0,18.0,2.0,-36.0,-46.0,15.0,62.0,US,NY,11101,QN0103,1-1-22,-22.0,0.7,-6.3,-37.9,-44.4,14.3,168.3
31/12/21,202152,Queens County,Astoria,-20.0,20.0,-4.0,-43.0,-60.0,21.0,62.0,US,NY,11101,QN0103,1-1-22,-22.0,0.7,-6.3,-37.9,-44.4,14.3,168.3
1/1/22,202152,Queens County,Astoria,-55.0,-39.0,-33.0,-47.0,-50.0,15.0,60.0,US,NY,11101,QN0103,1-1-22,-22.0,0.7,-6.3,-37.9,-44.4,14.3,162.9
2/1/22,202201,Queens County,Astoria,-26.0,-9.0,14.0,-28.0,-21.0,8.0,60.0,US,NY,11101,QN0103,8-1-22,-26.7,-3.4,-7.4,-33.1,-30.7,13.3,162.9
3/1/22,202201,Queens County,Astoria,-26.0,-2.0,-19.0,-35.0,-36.0,15.0,60.0,US,NY,11101,QN0103,8-1-22,-26.7,-3.4,-7.4,-33.1,-30.7,13.3,162.9
4/1/22,202201,Queens County,Astoria,-22.0,4.0,-5.0,-31.0,-33.0,14.0,60.0,US,NY,11101,QN0103,8-1-22,-26.7,-3.4,-7.4,-33.1,-30.7,13.3,162.9
5/1/22,202201,Queens County,Astoria,-25.0,1.0,-15.0,-33.0,-34.0,14.0,60.0,US,NY,11101,QN0103,8-1-22,-26.7,-3.4,-7.4,-33.1,-30.7,13.3,162.9
6/1/22,202201,Queens County,Astoria,-19.0,11.0,-2.0,-35.0,-33.0,13.0,60.0,US,NY,11101,QN0103,8-1-22,-26.7,-3.4,-7.4,-33.1,-30.7,13.3,162.9
7/1/22,202201,Queens County,Astoria,-41.0,-21.0,-20.0,-40.0,-41.0,20.0,60.0,US,NY,11101,QN0103,8-1-22,-26.7,-3.4,-7.4,-33.1,-30.7,13.3,162.9
8/1/22,202201,Queens County,Astoria,-28.0,-8.0,-5.0,-30.0,-17.0,9.0,60.0,US,NY,11101,QN0103,8-1-22,-26.7,-3.4,-7.4,-33.1,-30.7,13.3,162.9
9/1/22,202202,Queens County,Astoria,-31.0,-14.0,-23.0,-33.0,-18.0,9.0,60.0,US,NY,11101,QN0103,15-1-22,-26.0,-4.7,-11.0,-34.7,-26.0,11.0,162.9
10/1/22,202202,Queens County,Astoria,-24.0,-1.0,-13.0,-35.0,-30.0,12.0,60.0,US,NY,11101,QN0103,15-1-22,-26.0,-4.7,-11.0,-34.7,-26.0,11.0,162.9
11/1/22,202202,Queens County,Astoria,-29.0,-9.0,-19.0,-39.0,-32.0,14.0,60.0,US,NY,11101,QN0103,15-1-22,-26.0,-4.7,-11.0,-34.7,-26.0,11.0,162.9
12/1/22,202202,Queens County,Astoria,-22.0,3.0,0.0,-35.0,-29.0,12.0,60.0,US,NY,11101,QN0103,15-1-22,-26.0,-4.7,-11.0,-34.7,-26.0,11.0,162.9
13/1/22,202202,Queens County,Astoria,-20.0,4.0,11.0,-34.0,-29.0,11.0,60.0,US,NY,11101,QN0103,15-1-22,-26.0,-4.7,-11.0,-34.7,-26.0,11.0,162.9
14/1/22,202202,Queens County,Astoria,-24.0,-1.0,-10.0,-33.0,-28.0,11.0,60.0,US,NY,11101,QN0103,15-1-22,-26.0,-4.7,-11.0,-34.7,-26.0,11.0,162.9
15/1/22,202202,Queens County,Astoria,-32.0,-15.0,-23.0,-34.0,-16.0,8.0,60.0,US,NY,11101,QN0103,15-1-22,-26.0,-4.7,-11.0,-34.7,-26.0,11.0,162.9
16/1/22,202203,Queens County,Astoria,-31.0,-16.0,-22.0,-35.0,-17.0,7.0,60.0,US,NY,11101,QN0103,22-1-22,-25.1,-7.3,-12.4,-36.1,-27.0,10.7,162.9
17/1/22,202203,Queens County,Astoria,-28.0,-13.0,-29.0,-47.0,-52.0,19.0,60.0,US,NY,11101,QN0103,22-1-22,-25.1,-7.3,-12.4,-36.1,-27.0,10.7,162.9
18/1/22,202203,Queens County,Astoria,-22.0,-1.0,-4.0,-33.0,-27.0,10.0,60.0,US,NY,11101,QN0103,22-1-22,-25.1,-7.3,-12.4,-36.1,-27.0,10.7,162.9
19/1/22,202203,Queens County,Astoria,-18.0,4.0,7.0,-33.0,-26.0,9.0,60.0,US,NY,11101,QN0103,22-1-22,-25.1,-7.3,-12.4,-36.1,-27.0,10.7,162.9
20/1/22,202203,Queens County,Astoria,-26.0,-7.0,-13.0,-36.0,-28.0,12.0,60.0,US,NY,11101,QN0103,22-1-22,-25.1,-7.3,-12.4,-36.1,-27.0,10.7,162.9
21/1/22,202203,Queens County,Astoria,-27.0,-10.0,-20.0,-36.0,-26.0,12.0,60.0,US,NY,11101,QN0103,22-1-22,-25.1,-7.3,-12.4,-36.1,-27.0,10.7,162.9
22/1/22,202203,Queens County,Astoria,-24.0,-8.0,-6.0,-33.0,-13.0,6.0,60.0,US,NY,11101,QN0103,22-1-22,-25.1,-7.3,-12.4,-36.1,-27.0,10.7,162.9
23/1/22,202204,Queens County,Astoria,-25.0,-12.0,0.0,-32.0,-14.0,5.0,60.0,US,NY,11101,QN0103,29-1-22,-29.0,-9.1,-9.6,-39.0,-27.6,10.7,162.9
24/1/22,202204,Queens County,Astoria,-24.0,-6.0,-7.0,-35.0,-26.0,10.0,60.0,US,NY,11101,QN0103,29-1-22,-29.0,-9.1,-9.6,-39.0,-27.6,10.7,162.9
25/1/22,202204,Queens County,Astoria,-18.0,1.0,7.0,-34.0,-25.0,9.0,60.0,US,NY,11101,QN0103,29-1-22,-29.0,-9.1,-9.6,-39.0,-27.6,10.7,162.9
26/1/22,202204,Queens County,Astoria,-22.0,-4.0,-9.0,-36.0,-26.0,10.0,60.0,US,NY,11101,QN0103,29-1-22,-29.0,-9.1,-9.6,-39.0,-27.6,10.7,162.9
27/1/22,202204,Queens County,Astoria,-18.0,4.0,-2.0,-35.0,-26.0,9.0,60.0,US,NY,11101,QN0103,29-1-22,-29.0,-9.1,-9.6,-39.0,-27.6,10.7,162.9
28/1/22,202204,Queens County,Astoria,-23.0,13.0,-16.0,-33.0,-25.0,10.0,60.0,US,NY,11101,QN0103,29-1-22,-29.0,-9.1,-9.6,-39.0,-27.6,10.7,162.9
29/1/22,202204,Queens County,Astoria,-73.0,-60.0,-40.0,-68.0,-51.0,22.0,60.0,US,NY,11101,QN0103,29-1-22,-29.0,-9.1,-9.6,-39.0,-27.6,10.7,162.9
30/1/22,202205,Queens County,Astoria,-38.0,-26.0,-13.0,-34.0,-18.0,9.0,60.0,US,NY,11101,QN0103,5-2-22,-24.7,-7.6,-10.6,-31.6,-24.3,9.3,162.9
31/1/22,202205,Queens County,Astoria,-24.0,-6.0,-15.0,-31.0,-31.0,11.0,60.0,US,NY,11101,QN0103,5-2-22,-24.7,-7.6,-10.6,-31.6,-24.3,9.3,162.9
1/2/22,202205,Queens County,Astoria,-19.0,-2.0,-7.0,-33.0,-35.0,11.0,7.0,US,NY,11101,QN0103,5-2-22,-24.7,-7.6,-10.6,-31.6,-24.3,9.3,19.0
2/2/22,202205,Queens County,Astoria,-19.0,2.0,-1.0,-29.0,-24.0,8.0,7.0,US,NY,11101,QN0103,5-2-22,-24.7,-7.6,-10.6,-31.6,-24.3,9.3,19.0
3/2/22,202205,Queens County,Astoria,-22.0,-3.0,-4.0,-32.0,-25.0,9.0,7.0,US,NY,11101,QN0103,5-2-22,-24.7,-7.6,-10.6,-31.6,-24.3,9.3,19.0
4/2/22,202205,Queens County,Astoria,-30.0,-12.0,-27.0,-35.0,-25.0,12.0,7.0,US,NY,11101,QN0103,5-2-22,-24.7,-7.6,-10.6,-31.6,-24.3,9.3,19.0
5/2/22,202205,Queens County,Astoria,-21.0,-6.0,-7.0,-27.0,-12.0,5.0,7.0,US,NY,11101,QN0103,5-2-22,-24.7,-7.6,-10.6,-31.6,-24.3,9.3,19.0
6/2/22,202206,Queens County,Astoria,-23.0,-10.0,-5.0,-30.0,-14.0,4.0,7.0,US,NY,11101,QN0103,12-2-22,-18.4,-0.1,16.9,-28.3,-20.1,6.3,19.0
7/2/22,202206,Queens County,Astoria,-25.0,-7.0,-17.0,-32.0,-24.0,9.0,7.0,US,NY,11101,QN0103,12-2-22,-18.4,-0.1,16.9,-28.3,-20.1,6.3,19.0
8/2/22,202206,Queens County,Astoria,-16.0,4.0,10.0,-30.0,-23.0,8.0,7.0,US,NY,11101,QN0103,12-2-22,-18.4,-0.1,16.9,-28.3,-20.1,6.3,19.0
9/2/22,202206,Queens County,Astoria,-17.0,3.0,11.0,-30.0,-23.0,7.0,7.0,US,NY,11101,QN0103,12-2-22,-18.4,-0.1,16.9,-28.3,-20.1,6.3,19.0
10/2/22,202206,Queens County,Astoria,-16.0,4.0,23.0,-28.0,-24.0,7.0,7.0,US,NY,11101,QN0103,12-2-22,-18.4,-0.1,16.9,-28.3,-20.1,6.3,19.0
11/2/22,202206,Queens County,Astoria,-18.0,2.0,20.0,-27.0,-23.0,7.0,7.0,US,NY,11101,QN0103,12-2-22,-18.4,-0.1,16.9,-28.3,-20.1,6.3,19.0
12/2/22,202206,Queens County,Astoria,-14.0,3.0,76.0,-21.0,-10.0,2.0,7.0,US,NY,11101,QN0103,12-2-22,-18.4,-0.1,16.9,-28.3,-20.1,6.3,19.0
13/2/22,202207,Queens County,Astoria,-32.0,-14.0,-20.0,-30.0,-15.0,5.0,7.0,US,NY,11101,QN0103,19-2-22,-21.6,-4.6,-1.3,-27.9,-20.7,6.7,19.0
14/2/22,202207,Queens County,Astoria,-18.0,0.0,-16.0,-31.0,-24.0,8.0,7.0,US,NY,11101,QN0103,19-2-22,-21.6,-4.6,-1.3,-27.9,-20.7,6.7,19.0
15/2/22,202207,Queens County,Astoria,-21.0,-3.0,-4.0,-28.0,-24.0,8.0,7.0,US,NY,11101,QN0103,19-2-22,-21.6,-4.6,-1.3,-27.9,-20.7,6.7,19.0
16/2/22,202207,Queens County,Astoria,-19.0,0.0,6.0,-26.0,-23.0,7.0,7.0,US,NY,11101,QN0103,19-2-22,-21.6,-4.6,-1.3,-27.9,-20.7,6.7,19.0
17/2/22,202207,Queens County,Astoria,-15.0,2.0,31.0,-27.0,-23.0,7.0,7.0,US,NY,11101,QN0103,19-2-22,-21.6,-4.6,-1.3,-27.9,-20.7,6.7,19.0
18/2/22,202207,Queens County,Astoria,-22.0,-7.0,-6.0,-28.0,-23.0,8.0,7.0,US,NY,11101,QN0103,19-2-22,-21.6,-4.6,-1.3,-27.9,-20.7,6.7,19.0
19/2/22,202207,Queens County,Astoria,-24.0,-10.0,0.0,-25.0,-13.0,4.0,7.0,US,NY,11101,QN0103,19-2-22,-21.6,-4.6,-1.3,-27.9,-20.7,6.7,19.0
20/2/22,202208,Queens County,Astoria,-22.0,-14.0,2.0,-26.0,-15.0,3.0,7.0,US,NY,11101,QN0103,26-2-22,-21.1,-8.0,5.7,-30.9,-30.4,8.4,19.0
21/2/22,202208,Queens County,Astoria,-14.0,-3.0,38.0,-38.0,-51.0,13.0,7.0,US,NY,11101,QN0103,26-2-22,-21.1,-8.0,5.7,-30.9,-30.4,8.4,19.0
22/2/22,202208,Queens County,Astoria,-24.0,-11.0,-11.0,-32.0,-34.0,10.0,7.0,US,NY,11101,QN0103,26-2-22,-21.1,-8.0,5.7,-30.9,-30.4,8.4,19.0
23/2/22,202208,Queens County,Astoria,-15.0,0.0,44.0,-30.0,-33.0,8.0,7.0,US,NY,11101,QN0103,26-2-22,-21.1,-8.0,5.7,-30.9,-30.4,8.4,19.0
24/2/22,202208,Queens County,Astoria,-22.0,-5.0,-11.0,-32.0,-33.0,9.0,7.0,US,NY,11101,QN0103,26-2-22,-21.1,-8.0,5.7,-30.9,-30.4,8.4,19.0
25/2/22,202208,Queens County,Astoria,-30.0,-16.0,-29.0,-34.0,-35.0,13.0,7.0,US,NY,11101,QN0103,26-2-22,-21.1,-8.0,5.7,-30.9,-30.4,8.4,19.0
26/2/22,202208,Queens County,Astoria,-21.0,-7.0,7.0,-24.0,-12.0,3.0,7.0,US,NY,11101,QN0103,26-2-22,-21.1,-8.0,5.7,-30.9,-30.4,8.4,19.0
27/2/22,202209,Queens County,Astoria,-22.0,-11.0,15.0,-24.0,-13.0,3.0,7.0,US,NY,11101,QN0103,5-3-22,-20.7,-5.0,6.3,-26.3,-19.7,5.6,19.0
28/2/22,202209,Queens County,Astoria,-23.0,-6.0,-8.0,-30.0,-23.0,7.0,7.0,US,NY,11101,QN0103,5-3-22,-20.7,-5.0,6.3,-26.3,-19.7,5.6,19.0
1/3/22,202209,Queens County,Astoria,-20.0,-1.0,4.0,-27.0,-23.0,7.0,,US,NY,11101,QN0103,5-3-22,-20.7,-5.0,6.3,-26.3,-19.7,5.6,
2/3/22,202209,Queens County,Astoria,-19.0,0.0,21.0,-26.0,-23.0,6.0,,US,NY,11101,QN0103,5-3-22,-20.7,-5.0,6.3,-26.3,-19.7,5.6,
3/3/22,202209,Queens County,Astoria,-20.0,-4.0,0.0,-29.0,-24.0,7.0,,US,NY,11101,QN0103,5-3-22,-20.7,-5.0,6.3,-26.3,-19.7,5.6,
4/3/22,202209,Queens County,Astoria,-23.0,-7.0,-12.0,-28.0,-22.0,7.0,,US,NY,11101,QN0103,5-3-22,-20.7,-5.0,6.3,-26.3,-19.7,5.6,
5/3/22,202209,Queens County,Astoria,-18.0,-6.0,24.0,-20.0,-10.0,2.0,,US,NY,11101,QN0103,5-3-22,-20.7,-5.0,6.3,-26.3,-19.7,5.6,
6/3/22,202210,Queens County,Astoria,-20.0,-10.0,43.0,-23.0,-14.0,3.0,,US,NY,11101,QN0103,12-3-22,-24.0,-9.4,1.9,-28.0,-20.0,6.3,
7/3/22,202210,Queens County,Astoria,-20.0,-5.0,20.0,-29.0,-22.0,7.0,,US,NY,11101,QN0103,12-3-22,-24.0,-9.4,1.9,-28.0,-20.0,6.3,
8/3/22,202210,Queens County,Astoria,-20.0,-3.0,3.0,-28.0,-22.0,6.0,,US,NY,11101,QN0103,12-3-22,-24.0,-9.4,1.9,-28.0,-20.0,6.3,
9/3/22,202210,Queens County,Astoria,-33.0,-18.0,-32.0,-31.0,-24.0,9.0,,US,NY,11101,QN0103,12-3-22,-24.0,-9.4,1.9,-28.0,-20.0,6.3,
10/3/22,202210,Queens County,Astoria,-19.0,-1.0,8.0,-27.0,-22.0,6.0,,US,NY,11101,QN0103,12-3-22,-24.0,-9.4,1.9,-28.0,-20.0,6.3,
11/3/22,202210,Queens County,Astoria,-20.0,-4.0,10.0,-27.0,-21.0,6.0,,US,NY,11101,QN0103,12-3-22,-24.0,-9.4,1.9,-28.0,-20.0,6.3,
12/3/22,202210,Queens County,Astoria,-36.0,-25.0,-39.0,-31.0,-15.0,7.0,,US,NY,11101,QN0103,12-3-22,-24.0,-9.4,1.9,-28.0,-20.0,6.3,
13/3/22,202211,Queens County,Astoria,-25.0,-15.0,-15.0,-23.0,-14.0,4.0,,US,NY,11101,QN0103,19-3-22,-19.0,-5.9,28.6,-25.4,-19.9,5.3,
14/3/22,202211,Queens County,Astoria,-21.0,-4.0,19.0,-28.0,-22.0,7.0,,US,NY,11101,QN0103,19-3-22,-19.0,-5.9,28.6,-25.4,-19.9,5.3,
15/3/22,202211,Queens County,Astoria,-17.0,-1.0,41.0,-27.0,-22.0,6.0,,US,NY,11101,QN0103,19-3-22,-19.0,-5.9,28.6,-25.4,-19.9,5.3,
16/3/22,202211,Queens County,Astoria,-16.0,-1.0,42.0,-26.0,-22.0,5.0,,US,NY,11101,QN0103,19-3-22,-19.0,-5.9,28.6,-25.4,-19.9,5.3,
17/3/22,202211,Queens County,Astoria,-22.0,-10.0,-11.0,-29.0,-25.0,8.0,,US,NY,11101,QN0103,19-3-22,-19.0,-5.9,28.6,-25.4,-19.9,5.3,
18/3/22,202211,Queens County,Astoria,-16.0,-4.0,58.0,-25.0,-23.0,5.0,,US,NY,11101,QN0103,19-3-22,-19.0,-5.9,28.6,-25.4,-19.9,5.3,
19/3/22,202211,Queens County,Astoria,-16.0,-6.0,66.0,-20.0,-11.0,2.0,,US,NY,11101,QN0103,19-3-22,-19.0,-5.9,28.6,-25.4,-19.9,5.3,
20/3/22,202212,Queens County,Astoria,-19.0,-12.0,51.0,-21.0,-14.0,2.0,,US,NY,11101,QN0103,26-3-22,-20.0,-6.9,20.7,-25.0,-19.3,5.3,
21/3/22,202212,Queens County,Astoria,-19.0,-5.0,34.0,-26.0,-22.0,6.0,,US,NY,11101,QN0103,26-3-22,-20.0,-6.9,20.7,-25.0,-19.3,5.3,
22/3/22,202212,Queens County,Astoria,-18.0,-3.0,29.0,-26.0,-21.0,6.0,,US,NY,11101,QN0103,26-3-22,-20.0,-6.9,20.7,-25.0,-19.3,5.3,
23/3/22,202212,Queens County,Astoria,-22.0,-6.0,1.0,-27.0,-22.0,7.0,,US,NY,11101,QN0103,26-3-22,-20.0,-6.9,20.7,-25.0,-19.3,5.3,
24/3/22,202212,Queens County,Astoria,-24.0,-9.0,-17.0,-29.0,-23.0,8.0,,US,NY,11101,QN0103,26-3-22,-20.0,-6.9,20.7,-25.0,-19.3,5.3,
25/3/22,202212,Queens County,Astoria,-19.0,-5.0,18.0,-25.0,-22.0,6.0,,US,NY,11101,QN0103,26-3-22,-20.0,-6.9,20.7,-25.0,-19.3,5.3,
26/3/22,202212,Queens County,Astoria,-19.0,-8.0,29.0,-21.0,-11.0,2.0,,US,NY,11101,QN0103,26-3-22,-20.0,-6.9,20.7,-25.0,-19.3,5.3,
27/3/22,202213,Queens County,Astoria,-22.0,-13.0,15.0,-23.0,-14.0,3.0,,US,NY,11101,QN0103,2-4-22,-22.1,-6.7,8.0,-25.3,-18.7,5.3,
28/3/22,202213,Queens County,Astoria,-29.0,-13.0,-25.0,-30.0,-22.0,8.0,,US,NY,11101,QN0103,2-4-22,-22.1,-6.7,8.0,-25.3,-18.7,5.3,
29/3/22,202213,Queens County,Astoria,-24.0,-6.0,-9.0,-28.0,-21.0,7.0,,US,NY,11101,QN0103,2-4-22,-22.1,-6.7,8.0,-25.3,-18.7,5.3,
30/3/22,202213,Queens County,Astoria,-21.0,-3.0,4.0,-26.0,-21.0,6.0,,US,NY,11101,QN0103,2-4-22,-22.1,-6.7,8.0,-25.3,-18.7,5.3,
31/3/22,202213,Queens County,Astoria,-20.0,-3.0,8.0,-27.0,-22.0,6.0,,US,NY,11101,QN0103,2-4-22,-22.1,-6.7,8.0,-25.3,-18.7,5.3,
1/4/22,202213,Queens County,Astoria,-22.0,-5.0,1.0,-25.0,-21.0,6.0,5.0,US,NY,11101,QN0103,2-4-22,-22.1,-6.7,8.0,-25.3,-18.7,5.3,13.6
2/4/22,202213,Queens County,Astoria,-17.0,-4.0,62.0,-18.0,-10.0,1.0,5.0,US,NY,11101,QN0103,2-4-22,-22.1,-6.7,8.0,-25.3,-18.7,5.3,13.6
3/4/22,202214,Queens County,Astoria,-27.0,-16.0,-10.0,-24.0,-15.0,4.0,5.0,US,NY,11101,QN0103,9-4-22,-22.3,-6.9,11.9,-25.1,-19.1,5.3,13.6
4/4/22,202214,Queens County,Astoria,-21.0,-3.0,21.0,-26.0,-21.0,6.0,5.0,US,NY,11101,QN0103,9-4-22,-22.3,-6.9,11.9,-25.1,-19.1,5.3,13.6
5/4/22,202214,Queens County,Astoria,-21.0,-3.0,15.0,-26.0,-21.0,6.0,5.0,US,NY,11101,QN0103,9-4-22,-22.3,-6.9,11.9,-25.1,-19.1,5.3,13.6
6/4/22,202214,Queens County,Astoria,-26.0,-9.0,-13.0,-28.0,-23.0,7.0,5.0,US,NY,11101,QN0103,9-4-22,-22.3,-6.9,11.9,-25.1,-19.1,5.3,13.6
7/4/22,202214,Queens County,Astoria,-29.0,-14.0,-22.0,-30.0,-23.0,8.0,5.0,US,NY,11101,QN0103,9-4-22,-22.3,-6.9,11.9,-25.1,-19.1,5.3,13.6
8/4/22,202214,Queens County,Astoria,-16.0,1.0,41.0,-23.0,-21.0,5.0,5.0,US,NY,11101,QN0103,9-4-22,-22.3,-6.9,11.9,-25.1,-19.1,5.3,13.6
9/4/22,202214,Queens County,Astoria,-16.0,-4.0,51.0,-19.0,-10.0,1.0,5.0,US,NY,11101,QN0103,9-4-22,-22.3,-6.9,11.9,-25.1,-19.1,5.3,13.6
10/4/22,202215,Queens County,Astoria,-20.0,-8.0,35.0,-20.0,-12.0,2.0,5.0,US,NY,11101,QN0103,16-4-22,-16.1,-1.4,49.3,-24.3,-21.6,4.6,13.6
11/4/22,202215,Queens County,Astoria,-17.0,-1.0,30.0,-24.0,-21.0,5.0,5.0,US,NY,11101,QN0103,16-4-22,-16.1,-1.4,49.3,-24.3,-21.6,4.6,13.6
12/4/22,202215,Queens County,Astoria,-15.0,0.0,55.0,-22.0,-20.0,5.0,5.0,US,NY,11101,QN0103,16-4-22,-16.1,-1.4,49.3,-24.3,-21.6,4.6,13.6
13/4/22,202215,Queens County,Astoria,-15.0,2.0,50.0,-24.0,-21.0,5.0,5.0,US,NY,11101,QN0103,16-4-22,-16.1,-1.4,49.3,-24.3,-21.6,4.6,13.6
14/4/22,202215,Queens County,Astoria,-14.0,1.0,45.0,-26.0,-23.0,5.0,5.0,US,NY,11101,QN0103,16-4-22,-16.1,-1.4,49.3,-24.3,-21.6,4.6,13.6
15/4/22,202215,Queens County,Astoria,-15.0,-1.0,49.0,-32.0,-40.0,9.0,5.0,US,NY,11101,QN0103,16-4-22,-16.1,-1.4,49.3,-24.3,-21.6,4.6,13.6
16/4/22,202215,Queens County,Astoria,-17.0,-3.0,81.0,-22.0,-14.0,1.0,5.0,US,NY,11101,QN0103,16-4-22,-16.1,-1.4,49.3,-24.3,-21.6,4.6,13.6
17/4/22,202216,Queens County,Astoria,-28.0,-15.0,59.0,-24.0,-24.0,1.0,5.0,US,NY,11101,QN0103,23-4-22,-19.1,-8.1,36.0,-26.0,-29.6,5.9,13.6
18/4/22,202216,Queens County,Astoria,-22.0,-11.0,-1.0,-32.0,-36.0,9.0,5.0,US,NY,11101,QN0103,23-4-22,-19.1,-8.1,36.0,-26.0,-29.6,5.9,13.6
19/4/22,202216,Queens County,Astoria,-19.0,-8.0,-8.0,-28.0,-34.0,9.0,5.0,US,NY,11101,QN0103,23-4-22,-19.1,-8.1,36.0,-26.0,-29.6,5.9,13.6
20/4/22,202216,Queens County,Astoria,-15.0,-3.0,41.0,-26.0,-33.0,7.0,5.0,US,NY,11101,QN0103,23-4-22,-19.1,-8.1,36.0,-26.0,-29.6,5.9,13.6
21/4/22,202216,Queens County,Astoria,-17.0,-6.0,17.0,-29.0,-34.0,8.0,5.0,US,NY,11101,QN0103,23-4-22,-19.1,-8.1,36.0,-26.0,-29.6,5.9,13.6
22/4/22,202216,Queens County,Astoria,-16.0,-7.0,61.0,-27.0,-34.0,7.0,5.0,US,NY,11101,QN0103,23-4-22,-19.1,-8.1,36.0,-26.0,-29.6,5.9,13.6
23/4/22,202216,Queens County,Astoria,-17.0,-7.0,83.0,-16.0,-12.0,0.0,5.0,US,NY,11101,QN0103,23-4-22,-19.1,-8.1,36.0,-26.0,-29.6,5.9,13.6
24/4/22,202217,Queens County,Astoria,-15.0,-9.0,95.0,-16.0,-13.0,1.0,5.0,US,NY,11101,QN0103,30-4-22,-16.7,-3.9,41.6,-20.1,-18.0,3.7,13.6
25/4/22,202217,Queens County,Astoria,-21.0,-5.0,15.0,-24.0,-21.0,6.0,5.0,US,NY,11101,QN0103,30-4-22,-16.7,-3.9,41.6,-20.1,-18.0,3.7,13.6
