date,epiweek,nta_id,county,neighborhood,cases_week,cases_4_week_avg,hospitalizations_month,deaths_month,retail_and_recreation_change_week,grocery_and_pharmacy_change_week,parks_change_week,transit_stations_change_week,workplaces_change_week,residential_change_week
2021/08/21,202133,SI0106,Richmond County,Port Richmond,62.0,62.0,13.0,,-11.9,-2.6,5.0,-28.7,-31.1,6.0
2021/08/28,202134,SI0106,Richmond County,Port Richmond,64.0,65.0,13.0,,-17.3,-8.0,-18.0,-36.3,-33.7,7.7
2021/09/04,202135,SI0106,Richmond County,Port Richmond,58.0,60.0,14.0,,-11.1,-3.6,-2.6,-28.3,-32.7,7.0
2021/09/11,202136,SI0106,Richmond County,Port Richmond,39.0,56.0,14.0,,-9.3,-1.9,5.0,-29.7,-34.0,7.1
2021/09/18,202137,SI0106,Richmond County,Port Richmond,57.0,54.0,14.0,,-7.6,1.9,7.7,-20.4,-29.3,5.1
2021/09/25,202138,SI0106,Richmond County,Port Richmond,42.0,49.0,14.0,,-10.7,-1.0,8.0,-19.7,-27.4,4.6
2021/10/02,202139,SI0106,Richmond County,Port Richmond,31.0,42.0,6.0,,-9.0,1.4,3.4,-19.9,-24.1,4.4
2021/10/09,202140,SI0106,Richmond County,Port Richmond,33.0,41.0,6.0,,-10.4,0.1,-2.1,-19.7,-22.9,4.4
2021/10/16,202141,SI0106,Richmond County,Port Richmond,25.0,33.0,6.0,,-10.4,-1.0,-5.9,-23.9,-25.6,5.6
2021/10/23,202142,SI0106,Richmond County,Port Richmond,16.0,26.0,6.0,,-9.7,-0.3,-2.1,-21.0,-22.1,4.3
2021/10/30,202143,SI0106,Richmond County,Port Richmond,27.0,25.0,6.0,,-9.7,1.0,-14.0,-23.0,-22.3,5.7
2021/11/06,202144,SI0106,Richmond County,Port Richmond,14.0,20.0,5.0,,-8.7,0.7,-10.4,-20.3,-22.3,5.3
2021/11/13,202145,SI0106,Richmond County,Port Richmond,27.0,21.0,5.0,,-9.4,-0.7,-7.3,-20.7,-23.9,5.7
2021/11/20,202146,SI0106,Richmond County,Port Richmond,45.0,28.0,5.0,,-9.4,1.4,-20.3,-21.3,-19.9,5.0
2021/11/27,202147,SI0106,Richmond County,Port Richmond,38.0,31.0,5.0,,-13.1,2.7,-30.9,-29.7,-34.3,8.4
2021/12/04,202148,SI0106,Richmond County,Port Richmond,68.0,44.0,29.0,,-10.7,-0.1,-24.7,-21.9,-20.0,5.4
2021/12/11,202149,SI0106,Richmond County,Port Richmond,77.0,57.0,29.0,,-10.9,0.1,-23.7,-22.4,-19.0,5.7
2021/12/18,202150,SI0106,Richmond County,Port Richmond,218.0,100.0,29.0,,-7.3,3.6,-20.0,-23.4,-18.9,5.4
2021/12/25,202151,SI0106,Richmond County,Port Richmond,587.0,238.0,29.0,,-10.7,8.4,-31.4,-33.0,-35.1,9.3
2022/01/01,202152,SI0106,Richmond County,Port Richmond,1098.0,495.0,33.0,,-19.9,-2.0,-35.1,-38.6,-46.4,14.7
2022/01/08,202201,SI0106,Richmond County,Port Richmond,970.0,718.0,33.0,,-24.4,-5.7,-37.9,-36.9,-31.1,13.3
2022/01/15,202202,SI0106,Richmond County,Port Richmond,365.0,755.0,33.0,,-23.0,-7.0,-40.7,-38.0,-25.9,10.6
2022/01/22,202203,SI0106,Richmond County,Port Richmond,184.0,654.0,33.0,,-23.3,-11.4,-41.0,-39.7,-27.1,10.4
2022/01/29,202204,SI0106,Richmond County,Port Richmond,70.0,397.0,33.0,,-26.7,-12.7,-41.7,-38.9,-27.7,10.3
2022/02/05,202205,SI0106,Richmond County,Port Richmond,41.0,165.0,,,-22.6,-10.4,-41.6,-34.9,-24.0,8.7
2022/02/12,202206,SI0106,Richmond County,Port Richmond,22.0,79.0,,,-16.3,-4.9,-24.3,-28.3,-19.7,5.9
2022/02/19,202207,SI0106,Richmond County,Port Richmond,28.0,40.0,,,-19.1,-7.1,-34.1,-30.3,-20.6,6.3
2022/02/26,202208,SI0106,Richmond County,Port Richmond,11.0,26.0,,,-19.3,-12.4,-31.0,-36.3,-32.3,8.1
2022/03/05,202209,SI0106,Richmond County,Port Richmond,13.0,18.0,,,-17.7,-9.3,-29.0,-29.6,-19.9,5.0
2022/03/12,202210,SI0106,Richmond County,Port Richmond,13.0,16.0,,,-20.3,-12.1,-32.6,-33.9,-19.7,5.7
2022/03/19,202211,SI0106,Richmond County,Port Richmond,14.0,13.0,,,-15.9,-8.7,-15.6,-30.4,-19.6,4.6
2022/03/26,202212,SI0106,Richmond County,Port Richmond,13.0,13.0,,,-17.7,-9.7,-23.9,-31.0,-18.9,4.7
2022/04/02,202213,SI0106,Richmond County,Port Richmond,31.0,18.0,5.0,,-18.3,-9.9,-30.7,-33.3,-18.7,4.4
2022/04/09,202214,SI0106,Richmond County,Port Richmond,30.0,22.0,5.0,,-19.0,-8.7,-30.1,-33.4,-18.9,4.6
2022/04/16,202215,SI0106,Richmond County,Port Richmond,37.0,28.0,5.0,,-13.0,-2.6,-10.0,-27.3,-22.0,4.3
2022/04/23,202216,SI0106,Richmond County,Port Richmond,35.0,33.0,5.0,,-18.9,-13.1,-18.1,-33.1,-33.1,5.6
2022/04/30,202217,SI0106,Richmond County,Port Richmond,53.0,39.0,5.0,,-14.7,-6.6,-20.9,-27.6,-19.3,3.3
2022/05/07,202218,SI0106,Richmond County,Port Richmond,70.0,49.0,9.0,,-12.6,-5.0,-29.6,-24.9,-21.4,4.6
2022/05/14,202219,SI0106,Richmond County,Port Richmond,124.0,70.0,9.0,,-12.3,-4.9,-17.3,-28.0,-19.9,3.3
2022/05/21,202220,SI0106,Richmond County,Port Richmond,105.0,88.0,9.0,,-13.0,-6.0,-1.4,-27.0,-19.6,3.3
2022/05/28,202221,SI0106,Richmond County,Port Richmond,94.0,98.0,9.0,,-11.6,-4.0,-7.1,-27.3,-20.7,3.3
2022/06/04,202222,SI0106,Richmond County,Port Richmond,96.0,105.0,17.0,,-11.7,-4.4,7.6,-27.1,-26.6,3.6
2022/06/11,202223,SI0106,Richmond County,Port Richmond,90.0,96.0,17.0,,-9.6,-5.1,4.1,-25.6,-21.9,2.7
2022/06/18,202224,SI0106,Richmond County,Port Richmond,76.0,89.0,17.0,,-9.6,-3.3,-4.0,-26.4,-21.1,2.9
2022/06/25,202225,SI0106,Richmond County,Port Richmond,62.0,81.0,17.0,,-9.3,-3.7,2.3,-27.1,-26.6,3.4
2022/07/02,202226,SI0106,Richmond County,Port Richmond,66.0,74.0,16.0,,-10.7,-4.4,2.1,-26.1,-28.3,3.7
2022/07/09,202227,SI0106,Richmond County,Port Richmond,96.0,75.0,16.0,,-16.3,-7.0,11.7,-27.1,-36.6,4.9
2022/07/16,202228,SI0106,Richmond County,Port Richmond,94.0,80.0,16.0,,-15.1,-7.6,7.4,-26.1,-29.9,3.7
2022/07/23,202229,SI0106,Richmond County,Port Richmond,96.0,88.0,16.0,,-16.0,-8.0,-2.1,-28.3,-29.9,6.0
2022/07/30,202230,SI0106,Richmond County,Port Richmond,89.0,94.0,16.0,,-15.7,-6.6,-2.0,-27.0,-29.0,4.6
2022/08/06,202231,SI0106,Richmond County,Port Richmond,81.0,90.0,10.0,,-16.1,-7.0,-3.6,-27.0,-29.3,4.4
2022/08/13,202232,SI0106,Richmond County,Port Richmond,56.0,80.0,10.0,,-17.0,-7.6,-4.4,-27.6,-29.3,4.3
2022/08/20,202233,SI0106,Richmond County,Port Richmond,63.0,72.0,10.0,,-16.4,-7.9,1.0,-25.4,-30.1,6.1
2022/08/27,202234,SI0106,Richmond County,Port Richmond,35.0,59.0,10.0,,-18.0,-9.4,-7.3,-25.7,-31.1,6.4
2022/09/03,202235,SI0106,Richmond County,Port Richmond,39.0,48.0,5.0,,-14.9,-7.7,-2.4,-25.4,-31.0,4.1
2022/09/10,202236,SI0106,Richmond County,Port Richmond,45.0,46.0,5.0,,-15.4,-7.1,-9.9,-24.7,-33.4,4.9
2022/09/17,202237,SI0106,Richmond County,Port Richmond,48.0,42.0,5.0,,-14.7,-5.3,-9.4,-19.0,-26.3,2.4
2022/09/24,202238,SI0106,Richmond County,Port Richmond,44.0,44.0,5.0,,-16.7,-7.9,-11.0,-20.6,-26.6,2.6
2022/10/01,202239,SI0106,Richmond County,Port Richmond,63.0,50.0,12.0,,-16.6,-8.1,-21.3,-27.0,-27.7,4.4
2022/10/08,202240,SI0106,Richmond County,Port Richmond,46.0,50.0,12.0,,-18.9,-9.4,-30.6,-28.3,-25.6,4.6
2022/10/15,202241,SI0106,Richmond County,Port Richmond,72.0,56.0,12.0,,-15.6,-8.6,-13.3,-22.0,-26.3,3.7
